64, 64, 134
39, 39, 164
33, 33, 210
32, 32, 254
93, 127, 228
114, 159, 235
46, 156, 252
93, 145, 188
116, 170, 173
24, 254, 252
28, 146, 146
115, 131, 85
147, 147, 33
128, 157, 67
20, 119, 21
28, 143, 26
51, 152, 53
77, 154, 111
183, 252, 77
144, 247, 33
255, 255, 45
253, 219, 46
250, 175, 24
253, 153, 31
253, 95, 29
252, 35, 33
251, 121, 99
31, 31, 31
143, 143, 143
219, 128, 217
192, 105, 214
155, 34, 155
102, 36, 149
222, 168, 221
140, 125, 237
